,Session,MoA,Location,Outline Link
904,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DECO3101/2024-S1C-ND-CC
905,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DESN3002/2024-S2C-ND-CC
906,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DECO2102/2024-S2C-ND-CC
907,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DECO2015/2024-S2C-ND-CC
908,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DECO2101/2024-S1C-ND-CC
909,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DECO2016/2024-S1C-ND-CC
910,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DESN1001/2024-S2C-ND-CC
911,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DESN1000/2024-S1C-ND-CC
912,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3888/2024-S2C-ND-CC
913,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GEGE3004/2024-S2C-ND-CC
914,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENVX3002/2024-S1C-ND-CC
915,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENVX3001/2024-S2C-ND-CC
916,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3926/2024-S1C-ND-CC
917,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3925/2024-S1C-ND-CC
918,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3923/2024-S2C-ND-CC
919,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3023/2024-S2C-ND-CC
920,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3922/2024-S1C-ND-CC
921,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3022/2024-S1C-ND-CC
922,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3921/2024-S1C-ND-CC
923,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT3021/2024-S1C-ND-CC
924,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA3406/2024-S2C-ND-CC
925,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA3404/2024-S1C-ND-CC
926,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA3888/2024-S1C-ND-CC
927,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT2911/2024-S1C-ND-CC
928,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/STAT2011/2024-S1C-ND-CC
929,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/COSC2902/2024-S1C-ND-CC
930,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COSC2002/2024-S1C-ND-CC
931,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA2902/2024-S2C-ND-CC
932,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA2002/2024-S2C-ND-CC
933,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA2901/2024-S1C-ND-CC
934,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA2001/2024-S1C-ND-CC
935,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENVX1002/2024-S1C-ND-CC
936,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/DATA1902/2024-S2C-ND-CC
937,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA1002/2024-S2C-ND-CC
938,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA1901/2024-S2C-ND-CC
939,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA1901/2024-S1C-ND-CC
940,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA1001/2024-S2C-ND-CC
941,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/DATA1001/2024-S1C-ND-CC
942,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/RLST3605/2024-S2C-ND-CC
943,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FILM3005/2024-S2C-ND-CC
944,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST3638/2024-S1C-ND-CC
945,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST3637/2024-S2C-ND-CC
946,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST3631/2024-S1C-ND-CC
947,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST3604/2024-S2C-ND-CC
948,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST1604/2024-S2C-ND-CC
949,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST1603/2024-S2C-ND-CC
950,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/GCST1603/2024-S1CIFE-BM-CC
951,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/GCST1602/2024-S2CIJL-BM-CC
952,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST1602/2024-S1C-ND-CC
953,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/GCST1601/2024-S1CIFE-BM-CC
954,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST1601/2024-S1C-ND-CC
955,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SLSS3602/2024-S2C-ND-CC
956,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG3702/2024-S2C-ND-CC
957,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM3602/2024-S1C-ND-CC
958,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM3601/2024-S1C-ND-CC
959,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM3603/2024-S2C-ND-CC
960,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCLG2623/2024-S2C-ND-CC
961,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM2604/2024-S2C-ND-CC
962,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM2603/2024-S1C-ND-CC
963,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM2602/2024-S2C-ND-CC
964,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM1002/2024-S1C-ND-CC
965,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CRIM1001/2024-S2C-ND-CC
966,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC3506/2024-S2C-ND-CC
967,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC3305/2024-S1C-ND-CC
968,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
969,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
970,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/ENGG3800/2024-S2CIJL-BM-CC
971,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENGG3800/2024-S2C-ND-CC
972,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/ENGG3800/2024-S1CIFE-BM-CC
973,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ENGG3800/2024-S1C-ND-CC
974,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC3608/2024-S2C-ND-CC
975,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC3607/2024-S1C-ND-CC
976,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC2602/2024-S1C-ND-CC
977,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC2302/2024-S2C-ND-CC
978,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC1601/2024-S2C-ND-CC
979,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ELEC1601/2024-S1C-ND-CC
980,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3520/2024-S2C-ND-CC
981,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3419/2024-S2C-ND-CC
982,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3608/2024-S1C-ND-CC
983,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3308/2024-S1C-ND-CC
984,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3221/2024-S1C-ND-CC
985,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3888/2024-S2C-ND-CC
986,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3988/2024-S2C-ND-CC
987,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3927/2024-S1C-ND-CC
988,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP3027/2024-S1C-ND-CC
989,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP2022/2024-S2C-ND-CC
990,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP2017/2024-S1C-ND-CC
991,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP2823/2024-S1C-ND-CC
992,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP2123/2024-S2C-ND-CC
993,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/COMP2123/2024-S1C-ND-CC
994,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFO1113/2024-S2C-ND-CC
995,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFO1113/2024-S1C-ND-CC
996,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/INFO1910/2024-S1C-ND-CC
997,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFO1110/2024-S2C-ND-CC
998,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFO1110/2024-S1C-ND-CC
999,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1000,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1001,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1002,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1003,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1004,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1005,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1006,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1007,Semester 2 2024,Online,"Camperdown/Darlington, Sydney",/units/CHNS3680/2024-S2C-OL-CC
1008,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3610/2024-S1C-ND-CC
1009,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3648/2024-S2C-ND-CC
1010,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3643/2024-S1C-ND-CC
1011,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3608/2024-S1C-ND-CC
1012,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3606/2024-S2C-ND-CC
1013,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3605/2024-S1C-ND-CC
1014,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3604/2024-S2C-ND-CC
1015,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3603/2024-S1C-ND-CC
1016,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3602/2024-S2C-ND-CC
1017,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3601/2024-S1C-ND-CC
1018,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1019,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1020,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1021,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1022,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1023,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1024,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1025,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1026,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2005/2024-S2C-ND-CC
1027,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2602/2024-S2C-ND-CC
1028,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2601/2024-S1C-ND-CC
1029,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS1102/2024-S2C-ND-CC
1030,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CHNS1101/2024-S2CIJL-BM-CC
1031,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS1101/2024-S1C-ND-CC
1032,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3888/2024-S2C-ND-CC
1033,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3923/2024-S2C-ND-CC
1034,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3123/2024-S2C-ND-CC
1035,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3922/2024-S2C-ND-CC
1036,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3122/2024-S2C-ND-CC
1037,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3921/2024-S2C-ND-CC
1038,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3121/2024-S2C-ND-CC
1039,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3920/2024-S1C-ND-CC
1040,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3120/2024-S1C-ND-CC
1041,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3919/2024-S1C-ND-CC
1042,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3119/2024-S1C-ND-CC
1043,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3918/2024-S1C-ND-CC
1044,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM3118/2024-S1C-ND-CC
1045,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2924/2024-S2C-ND-CC
1046,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2524/2024-S2C-ND-CC
1047,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2923/2024-S2C-ND-CC
1048,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2523/2024-S2C-ND-CC
1049,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2922/2024-S1C-ND-CC
1050,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2522/2024-S1C-ND-CC
1051,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2921/2024-S1C-ND-CC
1052,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM2521/2024-S1C-ND-CC
1053,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1912/2024-S2C-ND-CC
1054,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1112/2024-S2C-ND-CC
1055,Intensive January 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CHEM1112/2024-S1CIJA-BM-CC
1056,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1112/2024-S1C-ND-CC
1057,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1012/2024-S2C-ND-CC
1058,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/WORK3206/2024-S2C-ND-CC
1059,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1060,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1061,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CLAW3400/2024-S2CIJL-BM-CC
1062,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3400/2024-S2C-ND-CC
1063,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CLAW3400/2024-S1CIFE-BM-CC
1064,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3400/2024-S1C-ND-CC
1065,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3209/2024-S1C-ND-CC
1066,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3208/2024-S2C-ND-CC
1067,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3600/2024-S2C-ND-CC
1068,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3600/2024-S1C-ND-CC
1069,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW2212/2024-S1C-ND-CC
1070,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW2211/2024-S2C-ND-CC
1071,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW2209/2024-S2C-ND-CC
1072,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW2208/2024-S1C-ND-CC
1073,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW2205/2024-S1C-ND-CC
1074,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW1003/2024-S2C-ND-CC
1075,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW1003/2024-S1C-ND-CC
1076,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW1001/2024-S2C-ND-CC
1077,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW1001/2024-S1C-ND-CC
1078,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1079,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1080,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/INFS3400/2024-S2CIJL-BM-CC
1081,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3400/2024-S2C-ND-CC
1082,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/INFS3400/2024-S1CIFE-BM-CC
1083,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3400/2024-S1C-ND-CC
1084,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3120/2024-S1C-ND-CC
1085,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3080/2024-S2C-ND-CC
1086,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3050/2024-S1C-ND-CC
1087,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3040/2024-S2C-ND-CC
1088,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3600/2024-S2C-ND-CC
1089,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3600/2024-S1C-ND-CC
1090,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS2050/2024-S1C-ND-CC
1091,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS2040/2024-S2C-ND-CC
1092,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS2030/2024-S1C-ND-CC
1093,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",Outline unavailable
1094,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS1020/2024-S2C-ND-CC
1095,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS1020/2024-S1C-ND-CC
1096,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS1000/2024-S2C-ND-CC
1097,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/INFS1000/2024-S1CIFE-BM-CC
1098,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS1000/2024-S1C-ND-CC
1099,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1100,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1101,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/QBUS3400/2024-S2CIJL-BM-CC
1102,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3400/2024-S2C-ND-CC
1103,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/QBUS3400/2024-S1CIFE-BM-CC
1104,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3400/2024-S1C-ND-CC
1105,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3850/2024-S1C-ND-CC
1106,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3840/2024-S2C-ND-CC
1107,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3830/2024-S2C-ND-CC
1108,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3820/2024-S1C-ND-CC
1109,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3350/2024-S2C-ND-CC
1110,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3340/2024-S2C-ND-CC
1111,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3330/2024-S2C-ND-CC
1112,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3320/2024-S1C-ND-CC
1113,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3310/2024-S1C-ND-CC
1114,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3600/2024-S2C-ND-CC
1115,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS3600/2024-S1C-ND-CC
1116,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2820/2024-S2C-ND-CC
1117,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2820/2024-S1C-ND-CC
1118,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2810/2024-S2C-ND-CC
1119,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2810/2024-S1C-ND-CC
1120,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2310/2024-S2C-ND-CC
1121,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS2310/2024-S1C-ND-CC
1122,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS1040/2024-S2C-ND-CC
1123,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/QBUS1040/2024-S1C-ND-CC
1124,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3888/2024-S2C-ND-CC
1125,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3946/2024-S1C-ND-CC
1126,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3046/2024-S1C-ND-CC
1127,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3945/2024-S2C-ND-CC
1128,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3045/2024-S2C-ND-CC
1129,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3926/2024-S1C-ND-CC
1130,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3020/2024-S1C-ND-CC
1131,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3033/2024-S2C-ND-CC
1132,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3026/2024-S1C-ND-CC
1133,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3918/2024-S1C-ND-CC
1134,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3018/2024-S1C-ND-CC
1135,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3913/2024-S2C-ND-CC
1136,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3013/2024-S2C-ND-CC
1137,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3005/2024-S1C-ND-CC
1138,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3004/2024-S2C-ND-CC
1139,"Intensive February 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/BIOL3016/2024-S1CIFE-BM-CC
1140,"Intensive February 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/BIOL3010/2024-S1CIFE-BM-CC
1141,"Intensive August 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/BIOL3009/2024-S2CIAU-BM-CC
1142,Intensive December 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1143,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3907/2024-S2C-ND-CC
1144,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL3007/2024-S2C-ND-CC
1145,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MICR2931/2024-S1C-ND-CC
1146,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MICR2031/2024-S1C-ND-CC
1147,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/IMMU2911/2024-S1C-ND-CC
1148,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/IMMU2011/2024-S1C-ND-CC
1149,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GEGE2901/2024-S2C-ND-CC
1150,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GEGE2001/2024-S2C-ND-CC
1151,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2031/2024-S2C-ND-CC
1152,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2033/2024-S2C-ND-CC
1153,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2929/2024-S1C-ND-CC
